,beekin_id,latitude,longitude,baths,beds,sqft,posted_at,property_type,price,city,blockgroup,days_since_2014,trans_log_price
18853,7bf95651fa,43.619884000000006,-116.210236,1.0,0.0,494.0,2017-12-14,2.0,1215.0,Boise,160010001003,1443,-0.5156316293312827
18854,7bf95651fa,43.619884000000006,-116.210236,1.0,0.0,494.0,2017-12-14,2.0,1165.0,Boise,160010001003,1443,-0.6927397265937597
18855,6645f70b8e,43.629246,-116.33375,2.0,3.0,1200.0,2017-12-14,2.0,1145.0,Boise,160010023103,1443,-0.7657208145482953
18856,6645f70b8e,43.629246,-116.33375,2.0,3.0,1200.0,2017-12-14,2.0,1045.0,Boise,160010023103,1443,-1.1508792928912024
18857,c91986372b,43.629246,-116.33375,2.0,2.0,1000.0,2017-12-14,2.0,1045.0,Boise,160010023103,1443,-1.1508792928912024
18858,e1f1df498e,43.599506,-116.166725,2.5,3.0,1407.0,2017-12-14,2.0,1450.0,Boise,160010007011,1443,0.2295833533666138
18859,716075bed8,43.61698,-116.2585,1.5,3.0,1050.0,2017-12-14,2.0,1010.0,Boise,160010012023,1443,-1.294454576120096
18860,cf76213c06,43.466324,-111.98838,1.0,0.0,393.0,2017-09-21,1.0,2345.0,Idaho Falls,160199705031,1359,2.255610816407987
18861,092d5c2401,43.515842,-111.95478,3.0,5.0,2408.0,2017-09-21,1.0,1349.0,Idaho Falls,160199704031,1359,-0.07470725061539801
18862,c1ad572d3c,43.447598,-111.95198,2.0,3.0,2280.0,2017-09-21,1.0,1100.0,Idaho Falls,160199705031,1359,-0.934701010004234
18865,a59ee4278f,43.48707,-112.073105,2.0,3.0,1876.0,2017-09-21,1.0,1200.0,Idaho Falls,160199713023,1359,-0.567986992239478
18866,493e7177c2,43.504740000000005,-112.09116000000002,2.0,4.0,2100.0,2017-09-21,1.0,1245.0,Idaho Falls,160199713015,1359,-0.41283256921128114
18867,77c43f8325,43.51145,-111.949715,2.0,3.0,1150.0,2017-09-21,2.0,1049.0,Idaho Falls,160199704031,1359,-1.1347778310318697
18868,ab33c7f6ef,43.497215,-111.95358,2.0,4.0,2094.0,2017-09-21,1.0,1250.0,Idaho Falls,160199704032,1359,-0.3959405525482877
18869,9a270dce1e,43.49817,-111.946,2.0,4.0,1736.0,2017-09-21,1.0,1225.0,Idaho Falls,160199704032,1359,-0.48108592349231905
18871,50cbfe68b9,43.5039,-111.98959,2.0,4.0,1860.0,2017-09-21,1.0,1050.0,Idaho Falls,160199706012,1359,-1.130762058917227
18872,9edbf549e1,43.498207,-112.034454,2.0,4.0,2645.0,2017-09-21,1.0,1150.0,Idaho Falls,160199712003,1359,-0.7473567222449625
18873,dee1192eff,43.523346,-111.970474,3.0,5.0,2470.0,2017-09-21,1.0,1399.0,Idaho Falls,160199704031,1359,0.07867767287833899
18876,a4aadbc64e,46.739933,-116.98757,2.0,4.0,2228.0,2016-11-03,1.0,1350.0,Moscow,160570052002,1037,-0.07158420303606547
18878,c77a195c5b,46.740303,-116.98237,2.0,3.0,2022.0,2016-11-03,1.0,1400.0,Moscow,160570052001,1037,0.08168914318542979
18879,ca120120cc,46.74015,-116.97592,3.0,3.0,1485.0,2016-11-03,0.0,1140.0,Moscow,160570052005,1037,-0.7841652751264465
18880,d0372d9a63,46.730087,-117.00531,1.0,2.0,600.0,2016-11-03,2.0,1000.0,Moscow,160570051005,1037,-1.3363907680469174
18881,2efe1f0323,43.600385,-116.397789,1.0,1.0,925.0,2021-04-05,2.0,1400.0,Meridian,160010103223,2651,0.08168914318542979
18882,9dfd5f6a3e,43.600385,-116.397789,2.0,2.0,995.0,2021-04-05,2.0,1550.0,Meridian,160010103223,2651,0.5106576535190744
18883,bcda1e455c,43.588326,-116.418794,1.0,0.0,546.0,2021-04-05,2.0,1345.0,Meridian,160010103131,2651,-0.08722263476552765
18885,c4799917dc,43.588326,-116.418794,1.0,1.0,674.0,2021-04-05,2.0,1480.0,Meridian,160010103131,2651,0.3158911991533346
18886,7d7034f6b3,43.588326,-116.418794,1.0,1.0,796.0,2021-04-05,2.0,1585.0,Meridian,160010103131,2651,0.6047664044414061
18887,f4a1e7d664,43.588326,-116.418794,2.0,2.0,972.0,2021-04-05,2.0,1714.0,Meridian,160010103131,2651,0.9345358059756989
18888,9e04eef59a,43.588326,-116.418794,2.0,2.0,1045.0,2021-04-05,2.0,1789.0,Meridian,160010103131,2651,1.1150323806014881
18889,9457aa7c7e,43.588326,-116.418794,2.0,3.0,1228.0,2021-04-05,2.0,2040.0,Meridian,160010103131,2651,1.6683736380455119
18890,c38e6af6d4,43.611036,-116.368349,1.0,1.0,724.0,2021-04-05,2.0,1374.0,Meridian,160010103211,2651,0.002682961259140325
18891,fd482c9429,43.611036,-116.368349,2.0,2.0,981.0,2021-04-05,2.0,1486.0,Meridian,160010103211,2651,0.3329426823540456
18892,c532aebdf1,43.611036,-116.368349,2.0,2.0,1046.0,2021-04-05,2.0,1638.0,Meridian,160010103211,2651,0.7433896876668947
18893,8fbf3a165b,43.611036,-116.368349,2.0,3.0,1232.0,2021-04-05,2.0,1847.0,Meridian,160010103211,2651,1.249501457756333
18895,95f7741c52,43.617017,-116.397335,2.0,3.0,1600.0,2021-04-06,3.0,1650.0,Meridian,160010103221,2652,0.7741529813018352
18896,1572883c53,43.603188,-116.404618,2.0,3.0,1573.0,2021-04-02,1.0,1895.0,Meridian,160010103223,2648,1.3576305958237362
18897,1fbffa2e18,43.637695,-116.391111,2.0,4.0,1413.0,2021-04-04,1.0,2199.0,Meridian,160010103321,2650,1.9846880421960058
18898,5637840f58,47.703514,-116.88131,3.0,4.0,2372.0,2016-06-02,1.0,1650.0,Post Falls,160550006011,883,0.7741529813018352
18899,65b84eeb50,47.7073,-116.95104,2.0,3.0,1500.0,2016-06-02,3.0,1500.0,Post Falls,160550004021,883,0.372463223259148
18900,1e8c50106e,47.735897,-116.92258,2.0,3.0,1462.0,2016-06-02,1.0,1200.0,Post Falls,160550005001,883,-0.567986992239478
18902,0120dc00b7,47.71778,-116.80891,2.0,3.0,1312.0,2018-02-15,2.0,1275.0,Coeur D Alene,160550007002,1506,-0.3124813398645766
18903,8cb407e6e8,47.71778,-116.80891,2.0,2.0,1307.0,2018-02-15,2.0,1175.0,Coeur D Alene,160550007002,1506,-0.656717690933083
18904,428403455f,47.71778,-116.80891,2.0,3.0,1411.0,2018-02-15,2.0,1295.0,Coeur D Alene,160550007002,1506,-0.24688386752441424
18905,428403455f,47.71778,-116.80891,2.0,3.0,1411.0,2018-02-15,2.0,1335.0,Coeur D Alene,160550007002,1506,-0.1186746651778177
18906,d4d5aa151d,47.71778,-116.80891,2.0,2.0,1481.0,2018-02-15,2.0,1255.0,Coeur D Alene,160550007002,1506,-0.379115969265013
18907,d4d5aa151d,47.71778,-116.80891,2.0,2.0,1481.0,2018-02-15,2.0,1295.0,Coeur D Alene,160550007002,1506,-0.24688386752441424
18908,27484ae877,47.71778,-116.80891,2.0,2.0,1421.0,2018-02-15,2.0,1250.0,Coeur D Alene,160550007002,1506,-0.3959405525482877
18909,97e68f59c9,47.71778,-116.80891,2.0,2.0,1239.0,2018-02-15,2.0,1155.0,Coeur D Alene,160550007002,1506,-0.7290723008745397
18910,f7375be09e,47.71778,-116.80891,2.0,2.0,1345.0,2018-02-15,2.0,1225.0,Coeur D Alene,160550007002,1506,-0.48108592349231905
18911,c6b420fc65,43.628890000000006,-116.6634,2.0,4.0,1849.0,2016-04-28,1.0,1150.0,Caldwell,160270210011,848,-0.7473567222449625
18913,7e671427d8,43.6614,-116.627,2.5,3.0,1425.0,2016-04-28,1.0,1025.0,Caldwell,160270211001,848,-1.232322455541035
18914,43665b36c5,47.692947,-116.921104,1.0,2.0,1800.0,2016-05-26,1.0,3500.0,Post Falls,160550004012,876,3.94344455209277
18915,43665b36c5,47.692947,-116.921104,1.0,2.0,1800.0,2016-05-26,1.0,1500.0,Post Falls,160550004012,876,0.372463223259148
18916,490e605a45,47.73411,-116.95127,2.0,4.0,1450.0,2016-05-26,1.0,1495.0,Post Falls,160550004022,876,0.3583912485317196
18917,71d84cffb7,47.705883,-116.94649,2.0,2.0,1505.0,2016-05-26,3.0,1506.0,Post Falls,160550006021,876,0.3892878065424227
18918,55d3214bc9,47.731342,-116.9322,3.0,4.0,1922.0,2016-05-26,1.0,1500.0,Post Falls,160550005001,876,0.372463223259148
18919,65b84eeb50,47.7073,-116.95104,2.0,3.0,1500.0,2016-05-26,3.0,1500.0,Post Falls,160550004021,876,0.372463223259148
18920,1e8c50106e,47.735897,-116.92258,2.0,3.0,1462.0,2016-05-26,1.0,1200.0,Post Falls,160550005001,876,-0.567986992239478
18921,9951388cc0,47.732613,-116.92547,2.0,3.0,1255.0,2016-05-26,2.0,1200.0,Post Falls,160550005001,876,-0.567986992239478
18923,8f9522c56f,47.7328,-116.92484,2.0,3.0,1255.0,2016-05-26,2.0,1300.0,Post Falls,160550005001,876,-0.23064279727023151
18925,b23d57a6f4,43.677063700000005,-116.6844934,1.0,2.0,728.0,2019-11-13,1.0,1000.0,Caldwell,160270212002,2142,-1.3363907680469174
18927,0769adf911,43.62525,-116.6925595,2.0,3.0,918.0,2019-11-14,1.0,1100.0,Caldwell,160270210011,2143,-0.934701010004234
18928,62ba1443ff,43.6414451,-116.662029,2.0,3.0,1100.0,2019-11-14,3.0,1125.0,Caldwell,160270217001,2143,-0.839987978843505
18931,d12ec21399,43.6483653,-116.70054,2.0,3.0,1702.0,2019-11-18,1.0,1450.0,Caldwell,160270216003,2147,0.2295833533666138
18932,75f792da53,43.6855066,-116.6801582,1.5,3.0,1080.0,2019-11-18,1.0,1200.0,Caldwell,160270212001,2147,-0.567986992239478
18934,ddb264d80e,43.49405,-116.40192,2.0,3.0,1300.0,2017-07-27,1.0,1325.0,Kuna,160010104013,1303,-0.15036317924163436
18935,71b3d14fb9,43.51671,-116.41153,2.5,4.0,1620.0,2017-07-27,1.0,1295.0,Kuna,160010104012,1303,-0.24688386752441424
18936,c08310838a,43.499527,-116.410576,2.5,3.0,2038.0,2017-07-27,1.0,1300.0,Kuna,160010104013,1303,-0.23064279727023151
18938,e8829fbb86,43.499462,-116.426865,2.5,4.0,1965.0,2017-07-27,1.0,1495.0,Kuna,160010104014,1303,0.3583912485317196
18939,21c0995015,43.579433,-116.3741,2.0,3.0,1620.0,2016-07-28,1.0,1550.0,Meridian,160010103133,939,0.5106576535190744
18940,0d1055f719,43.621674,-116.44369,2.0,3.0,1556.0,2016-07-28,1.0,1200.0,Meridian,160010103353,939,-0.567986992239478
18942,293b00b5be,43.56649,-116.35977,2.0,3.0,1754.0,2016-07-28,1.0,1800.0,Meridian,160010103133,939,1.1408669990665874
18944,ac6ba03ca2,43.625988,-116.44791399999998,2.0,3.0,1714.0,2016-07-28,1.0,2500.0,Meridian,160010103353,939,2.5253646408604307
18945,1710badf04,43.61452,-116.436165,2.5,3.0,1548.0,2016-07-28,1.0,1300.0,Meridian,160010103341,939,-0.23064279727023151
18946,81691414d4,43.62982,-116.35847,2.5,3.0,1980.0,2016-07-28,1.0,1495.0,Meridian,160010103332,939,0.3583912485317196
18947,43159f1d0b,43.628902,-116.44254,2.0,3.0,1960.0,2016-07-28,1.0,1695.0,Meridian,160010103353,939,0.8875558546899563
18948,1be429a6e9,43.636898,-116.361145,2.5,3.0,2276.0,2016-07-28,1.0,1700.0,Meridian,160010103334,939,0.8999698622380763
18949,be173be98d,43.612305,-116.42904,2.5,4.0,2470.0,2016-07-28,1.0,1600.0,Meridian,160010103342,939,0.6444642098631749
18950,a8ed099a24,43.573353,-116.35614,2.0,3.0,2000.0,2016-07-28,1.0,1295.0,Meridian,160010103133,939,-0.24688386752441424
18951,79299e2b06,43.574757,-116.37839,2.0,3.0,1425.0,2016-07-28,1.0,1350.0,Meridian,160010103132,939,-0.07158420303606547
18952,e3fe5393c2,43.61776,-116.37868,2.0,3.0,1350.0,2016-07-28,1.0,1125.0,Meridian,160010103212,939,-0.839987978843505
18953,847bc859e8,43.616917,-116.434875,2.0,3.0,1700.0,2016-07-28,1.0,1495.0,Meridian,160010103341,939,0.3583912485317196
18954,b6b1263ccc,43.62786,-116.4059,2.0,4.0,1695.0,2016-07-28,1.0,1400.0,Meridian,160010103321,939,0.08168914318542979
18955,34aa9a7393,43.63487,-116.36263999999998,3.0,3.0,2200.0,2016-07-28,0.0,1395.0,Meridian,160010103334,939,0.0666102272238573
18956,9abad18d88,43.646587,-116.41226,2.0,3.0,1200.0,2016-07-28,0.0,1075.0,Meridian,160010103321,939,-1.0315915418672117
18957,ca09763fd9,43.620266,-116.43758400000002,2.0,3.0,1792.0,2016-07-28,1.0,1595.0,Meridian,160010103353,939,0.6312731114092973
18958,522e60cf26,43.620266,-116.43758400000002,2.5,3.0,1890.0,2016-07-28,1.0,1595.0,Meridian,160010103353,939,0.6312731114092973
18959,522e60cf26,43.620266,-116.43758400000002,2.5,3.0,1890.0,2016-07-28,1.0,1600.0,Meridian,160010103353,939,0.6444642098631749
18960,522e60cf26,43.620266,-116.43758400000002,2.5,3.0,1890.0,2016-07-28,1.0,1500.0,Meridian,160010103353,939,0.372463223259148
18963,3ed0fcd5ae,43.622913,-116.36853,2.0,4.0,1575.0,2016-07-28,1.0,1150.0,Meridian,160010103332,939,-0.7473567222449625
18966,01ae904807,43.61259,-116.3928,2.5,4.0,1768.0,2016-07-28,1.0,1395.0,Meridian,160010103212,939,0.0666102272238573
18967,c02a47b5ab,43.63726,-116.362885,3.0,5.0,2758.0,2016-07-28,1.0,1795.0,Meridian,160010103334,939,1.129143618724513
18969,a36ecd8a68,43.645756,-116.39294,2.5,5.0,2661.0,2016-07-28,2.0,2100.0,Meridian,160010103321,939,1.7905431344914915
18970,72834d73ba,43.63029,-116.358505,3.5,4.0,1970.0,2016-07-28,1.0,1595.0,Meridian,160010103332,939,0.6312731114092973
18971,4a791e4525,43.591263,-116.40585,2.0,2.0,1168.0,2016-07-28,2.0,1170.0,Meridian,160010103131,939,-0.674690223565445
18973,c6b3413df6,43.591263,-116.40585,1.0,2.0,1077.0,2016-07-28,2.0,1050.0,Meridian,160010103131,939,-1.130762058917227
18974,63ecd856fa,43.591263,-116.40585,2.0,3.0,1311.0,2016-07-28,2.0,1290.0,Meridian,160010103131,939,-0.2631877660597722
18976,dd24df99fe,43.607613,-116.44198,1.0,2.0,882.0,2016-07-28,2.0,1025.0,Meridian,160010103341,939,-1.232322455541035
18978,e600156973,43.607613,-116.44198,2.0,2.0,1059.0,2016-07-28,2.0,1095.0,Meridian,160010103341,939,-0.9539017380453936
18979,311e89c32a,43.607613,-116.44198,2.0,3.0,1150.0,2016-07-28,2.0,1240.0,Meridian,160010103341,939,-0.4297925619795552
18980,042f420dd8,43.607613,-116.44198,2.0,3.0,1180.0,2016-07-28,2.0,1250.0,Meridian,160010103341,939,-0.3959405525482877
18981,193a74f183,43.60192,-116.37409,2.5,4.0,1966.0,2016-07-28,1.0,1595.0,Meridian,160010103211,939,0.6312731114092973
18982,e0002c4270,43.622803000000005,-116.43223,2.0,3.0,1336.0,2016-07-28,1.0,1195.0,Meridian,160010103352,939,-0.5855843143204754
18983,44e7253982,43.646633,-116.42612,3.0,4.0,2477.0,2016-07-28,1.0,1795.0,Meridian,160010103351,939,1.129143618724513
18985,78236e7cd8,43.628273,-116.35551,2.0,4.0,1398.0,2016-07-28,2.0,1195.0,Meridian,160010103332,939,-0.5855843143204754
18987,d3888b23d0,43.628273,-116.35551,2.0,3.0,1672.0,2016-07-28,2.0,1295.0,Meridian,160010103332,939,-0.24688386752441424
18989,ecb52cb768,43.628273,-116.35551,2.0,4.0,2361.0,2016-07-28,2.0,1950.0,Meridian,160010103332,939,1.47821119403583
18990,bac2fd235a,43.628273,-116.35551,3.0,5.0,2180.0,2016-07-28,2.0,1350.0,Meridian,160010103332,939,-0.07158420303606547
18991,aae37332c1,43.628273,-116.35551,2.0,3.0,1900.0,2016-07-28,2.0,1295.0,Meridian,160010103332,939,-0.24688386752441424
18992,0497c94f06,43.628273,-116.35551,2.0,3.0,1352.0,2016-07-28,2.0,1100.0,Meridian,160010103332,939,-0.934701010004234
18993,a458c7aed2,43.628273,-116.35551,2.0,3.0,1500.0,2016-07-28,2.0,1150.0,Meridian,160010103332,939,-0.7473567222449625
18994,a458c7aed2,43.628273,-116.35551,2.0,3.0,1500.0,2016-07-28,2.0,1200.0,Meridian,160010103332,939,-0.567986992239478
18995,94bd3b547e,43.628273,-116.35551,2.0,3.0,1955.0,2016-07-28,2.0,1395.0,Meridian,160010103332,939,0.0666102272238573
18996,cd531403fd,43.628273,-116.35551,2.0,3.0,1428.0,2016-07-28,2.0,1285.0,Meridian,160010103332,939,-0.2795549808647939
18997,dc17ccf045,43.628273,-116.35551,2.0,4.0,1512.0,2016-07-28,2.0,1395.0,Meridian,160010103332,939,0.0666102272238573
18998,7d60722b0d,43.628273,-116.35551,2.0,2.0,1650.0,2016-07-28,2.0,1100.0,Meridian,160010103332,939,-0.934701010004234
19001,f3d4f9e60a,43.628273,-116.35551,2.0,3.0,1470.0,2016-07-28,2.0,1050.0,Meridian,160010103332,939,-1.130762058917227
19002,5edad89b35,43.628273,-116.35551,2.0,3.0,1700.0,2016-07-28,2.0,1150.0,Meridian,160010103332,939,-0.7473567222449625
19003,9a01c54e0c,43.628273,-116.35551,3.0,4.0,2312.0,2016-07-28,2.0,1295.0,Meridian,160010103332,939,-0.24688386752441424
19005,086070ba8d,43.6259,-116.39291,1.0,1.0,743.0,2016-07-28,2.0,1295.0,Meridian,160010103331,939,-0.24688386752441424
19008,14c5eac953,43.613926,-116.43531000000002,2.0,3.0,1550.0,2016-07-28,1.0,1095.0,Meridian,160010103341,939,-0.9539017380453936
19009,2783528e9c,43.626663,-116.42028,2.5,3.0,1623.0,2016-07-28,1.0,1375.0,Meridian,160010103354,939,0.005749205494391982
19010,2783528e9c,43.626663,-116.42028,2.5,3.0,1623.0,2016-07-28,1.0,1400.0,Meridian,160010103354,939,0.08168914318542979
19012,dcfa9b88f0,43.65693,-116.39977,3.0,4.0,2807.0,2016-07-28,1.0,2495.0,Meridian,160010103311,939,2.516927095468798
19013,747ce61328,43.65842,-116.42126,3.0,4.0,2700.0,2016-07-28,1.0,1900.0,Meridian,160010103351,939,1.3687361424748323
19014,9272f8b8f9,43.65022,-116.42654,1.0,2.0,911.0,2016-07-28,2.0,1099.0,Meridian,160010103351,939,-0.9385341639887504
19015,625dee8736,43.65022,-116.42654,2.0,2.0,964.0,2016-07-28,2.0,1165.0,Meridian,160010103351,939,-0.6927397265937597
19016,f5ad695c8c,43.65022,-116.42654,2.0,3.0,1137.0,2016-07-28,2.0,1306.0,Meridian,160010103351,939,-0.2112357675118836
19017,d7a7627a14,43.57593,-116.37247,2.0,3.0,1960.0,2016-07-28,1.0,1425.0,Meridian,160010103133,939,0.15628494037217946
19019,9172a48324,43.59109,-116.40665,2.0,2.0,986.0,2016-07-28,2.0,1170.0,Meridian,160010103131,939,-0.674690223565445
19020,9172a48324,43.59109,-116.40665,2.0,2.0,986.0,2016-07-28,2.0,1170.0,Meridian,160010103131,939,-0.674690223565445
19023,1157e8cc35,43.59109,-116.40665,2.0,2.0,1045.0,2016-07-28,2.0,1255.0,Meridian,160010103131,939,-0.379115969265013
19024,1157e8cc35,43.59109,-116.40665,2.0,2.0,1045.0,2016-07-28,2.0,1255.0,Meridian,160010103131,939,-0.379115969265013
19025,77162fb1bf,43.59109,-116.40665,2.0,3.0,1301.0,2016-07-28,2.0,1290.0,Meridian,160010103131,939,-0.2631877660597722
19026,77162fb1bf,43.59109,-116.40665,2.0,3.0,1301.0,2016-07-28,2.0,1290.0,Meridian,160010103131,939,-0.2631877660597722
19027,a950b12022,43.619423,-116.34695,3.0,3.0,1825.0,2016-07-28,2.0,1400.0,Meridian,160010103211,939,0.08168914318542979
19028,798c671f08,43.63006,-116.383026,2.0,4.0,1577.0,2016-07-28,1.0,1200.0,Meridian,160010103333,939,-0.567986992239478
19029,5257579e6f,43.636505,-116.40693,2.0,3.0,1530.0,2016-07-28,1.0,1495.0,Meridian,160010103321,939,0.3583912485317196
19030,68b45594bb,43.650135,-116.38498,2.0,3.0,2128.0,2016-07-28,1.0,1650.0,Meridian,160010103311,939,0.7741529813018352
19032,15e5e91854,43.65465,-116.3925,2.5,4.0,2538.0,2016-07-28,1.0,1395.0,Meridian,160010103311,939,0.0666102272238573
19033,609068df94,43.630013,-116.41593,2.5,3.0,1684.0,2016-07-28,1.0,1500.0,Meridian,160010103354,939,0.372463223259148
19034,ffdf2fa572,43.629345,-116.38193,2.0,3.0,1668.0,2016-07-28,1.0,1250.0,Meridian,160010103333,939,-0.3959405525482877
19035,5126532096,43.622086,-116.4301,2.0,4.0,1545.0,2016-07-28,1.0,1595.0,Meridian,160010103352,939,0.6312731114092973
19036,988baa0351,43.649136,-116.40196,2.0,3.0,2274.0,2016-07-28,1.0,1400.0,Meridian,160010103311,939,0.08168914318542979
19037,988baa0351,43.649136,-116.40196,2.0,3.0,2274.0,2016-07-28,1.0,1475.0,Meridian,160010103311,939,0.30162874048131005
19038,aafe031425,43.61426,-116.44976,2.0,3.0,1425.0,2016-07-28,1.0,1350.0,Meridian,160010103341,939,-0.07158420303606547
19039,a287cc3268,43.583565,-116.37678,2.0,3.0,1755.0,2016-07-28,1.0,1425.0,Meridian,160010103132,939,0.15628494037217946
19040,8bb84039ae,43.659916,-116.402275,2.5,4.0,2741.0,2016-07-28,1.0,1850.0,Meridian,160010103311,939,1.2563414146519605
19043,93fa71b568,47.70223,-116.84047,1.0,2.0,821.0,2016-12-29,2.0,1095.0,Coeur D Alene,160550008001,1093,-0.9539017380453936
19044,02e4a4b3c8,47.70223,-116.84047,2.0,2.0,1002.0,2016-12-29,2.0,1190.0,Coeur D Alene,160550008001,1093,-0.6032554199383022
19047,5774c9af55,47.726000000000006,-116.8008,1.0,1.0,794.0,2016-12-29,2.0,1055.0,Coeur D Alene,160550007003,1093,-1.1107403941110545
19049,4685298fde,47.73263,-116.8256,2.5,3.0,1530.0,2016-12-29,1.0,1325.0,Coeur D Alene,160550007002,1093,-0.15036317924163436
19050,8fe71ecb78,47.74132,-116.8414,2.0,3.0,1186.0,2016-12-29,2.0,1195.0,Coeur D Alene,160550007002,1093,-0.5855843143204754
19051,8fe71ecb78,47.74132,-116.8414,2.0,3.0,1186.0,2016-12-29,2.0,1025.0,Coeur D Alene,160550007002,1093,-1.232322455541035
19052,1057cc5748,47.74132,-116.8414,2.0,3.0,1186.0,2016-12-29,2.0,1220.0,Coeur D Alene,160550007002,1093,-0.49832338112230434
19053,462a3fbf74,47.74132,-116.8414,2.0,2.0,1026.0,2016-12-29,2.0,1030.0,Coeur D Alene,160550007002,1093,-1.2118136437060087
19054,8006a62b11,47.72997,-116.80225,2.0,3.0,1186.0,2016-12-29,2.0,1315.0,Coeur D Alene,160550007003,1093,-0.18229176009363215
19055,e2d0e7f1ff,47.72997,-116.80225,2.0,2.0,1025.0,2016-12-29,2.0,1050.0,Coeur D Alene,160550007003,1093,-1.130762058917227
19056,4fc57824d9,47.71035,-116.78921,1.0,2.0,795.0,2016-12-29,2.0,1395.0,Coeur D Alene,160550009004,1093,0.0666102272238573
19057,f2847b0402,47.71035,-116.78921,1.0,1.0,596.0,2016-12-29,2.0,1070.0,Coeur D Alene,160550009004,1093,-1.0512398409293877
19059,f7375be09e,47.718136,-116.80891,2.0,2.0,1345.0,2016-12-29,2.0,1150.0,Coeur D Alene,160550007002,1093,-0.7473567222449625
19060,428403455f,47.718136,-116.80891,2.0,3.0,1411.0,2016-12-29,2.0,1255.0,Coeur D Alene,160550007002,1093,-0.379115969265013
19061,428403455f,47.718136,-116.80891,2.0,3.0,1411.0,2016-12-29,2.0,1295.0,Coeur D Alene,160550007002,1093,-0.24688386752441424
19062,97e68f59c9,47.718136,-116.80891,2.0,2.0,1239.0,2016-12-29,2.0,1075.0,Coeur D Alene,160550007002,1093,-1.0315915418672117
19063,27484ae877,47.718136,-116.80891,2.0,2.0,1421.0,2016-12-29,2.0,1165.0,Coeur D Alene,160550007002,1093,-0.6927397265937597
19064,d4d5aa151d,47.718136,-116.80891,2.0,2.0,1481.0,2016-12-29,2.0,1185.0,Coeur D Alene,160550007002,1093,-0.6210009304307494
19065,d4d5aa151d,47.718136,-116.80891,2.0,2.0,1481.0,2016-12-29,2.0,1225.0,Coeur D Alene,160550007002,1093,-0.48108592349231905
19066,0120dc00b7,47.718136,-116.80891,2.0,3.0,1312.0,2016-12-29,2.0,1215.0,Coeur D Alene,160550007002,1093,-0.5156316293312827
19067,8cb407e6e8,47.718136,-116.80891,2.0,2.0,1307.0,2016-12-29,2.0,1095.0,Coeur D Alene,160550007002,1093,-0.9539017380453936
19068,9ba118c767,47.70338,-116.83774,2.0,3.0,1168.0,2016-12-29,2.0,1051.0,Coeur D Alene,160550008001,1093,-1.126750109527686
19069,444af673a0,43.602757,-116.18918,-1.0,1.0,750.0,2016-11-20,2.0,1030.0,Boise,160010007013,1054,-1.2118136437060087
19070,444af673a0,43.602757,-116.18918,-1.0,1.0,750.0,2016-11-21,2.0,1030.0,Boise,160010007013,1055,-1.2118136437060087
19071,444af673a0,43.602757,-116.18918,-1.0,1.0,750.0,2016-11-22,2.0,1030.0,Boise,160010007013,1056,-1.2118136437060087
19072,444af673a0,43.602757,-116.18918,-1.0,1.0,750.0,2016-11-23,2.0,1030.0,Boise,160010007013,1057,-1.2118136437060087
19073,29c7face4f,43.602757,-116.18918,-1.0,2.0,1000.0,2016-11-20,2.0,1060.0,Boise,160010007013,1054,-1.0908133947402603
19074,29c7face4f,43.602757,-116.18918,-1.0,2.0,1000.0,2016-11-21,2.0,1060.0,Boise,160010007013,1055,-1.0908133947402603
19075,29c7face4f,43.602757,-116.18918,-1.0,2.0,1000.0,2016-11-22,2.0,1060.0,Boise,160010007013,1056,-1.0908133947402603
19076,29c7face4f,43.602757,-116.18918,-1.0,2.0,1000.0,2016-11-23,2.0,1060.0,Boise,160010007013,1057,-1.0908133947402603
19077,1bdbc738eb,43.65008,-116.29196,2.0,3.0,2324.0,2016-11-24,1.0,1450.0,Boise,160010024101,1058,0.2295833533666138
19078,e5925e6e76,43.55087,-116.287315,2.0,4.0,1495.0,2016-11-24,1.0,1350.0,Boise,160010104021,1058,-0.07158420303606547
19080,809caeb738,43.56748,-116.12332,3.0,3.0,1950.0,2016-11-24,2.0,2950.0,Boise,160010007021,1058,3.2229339338900282
